uniref90_cluster	length	percent_identity_to_query
UniRef90_UPI000B45F38B	429	33.2
UniRef90_A0A4U5UAB6	445	43.3
UniRef90_A0A1L4BJ83	408	32.4
UniRef90_A0A2G8K3D2	493	32.2
UniRef90_A0A3Q0SM14	446	35.4
UniRef90_A0A3Q0S9K0	446	34.8
UniRef90_A0A7I4Z831	402	34.2
UniRef90_A0A3P9D2T9	418	34.2
UniRef90_UPI0004F4D970	370	44.7
UniRef90_A0AAE0W703	483	35.6
UniRef90_UPI002431CE03	530	34.4
UniRef90_UPI00272C9DDF	390	39.6
UniRef90_A0AAV2HZ22	506	32.5
UniRef90_A0A3Q3JMI0	437	33.7
UniRef90_UPI0037102114	418	32.4
UniRef90_A0A8B8EGN6	408	31.4
UniRef90_A0A914WBJ3	413	34.0
UniRef90_A0A672PBI2	412	33.2
UniRef90_A0AAD9E3Q1	388	35.2
UniRef90_UPI0023A8F4D8	459	31.3
UniRef90_A0A9Q0DCS5	454	32.4
UniRef90_A0A4W6G7K2	447	40.8
UniRef90_A0A6P4YU48	369	38.7
UniRef90_A0ABD3VLM2	473	34.4
UniRef90_A0A4U8UQT2	412	34.8
UniRef90_UPI001CE07205	390	40.1
UniRef90_A0A7S8RGE3	404	32.2
UniRef90_A0A553NN44	470	29.3
UniRef90_A0A9Y3VIG9	376	39.6
UniRef90_UPI001C4B3088	418	36.2
UniRef90_UPI00201EA904	441	31.5
UniRef90_A0A3B3ZI09	414	31.7
UniRef90_A0A1I7ZF60	414	34.8
UniRef90_A0A913Z446	537	31.9
UniRef90_UPI001923842C	420	33.8
UniRef90_A0A673HI04	423	32.0
UniRef90_A0AA36BAX1	375	33.2
UniRef90_A0A8B9D074	555	39.6
UniRef90_A0ACF7JH30	446	31.6
UniRef90_A0A0S4JYH2	394	35.7
UniRef90_UPI0030D0A150	376	39.8
UniRef90_UPI001455D3B6	475	34.7
UniRef90_UPI0034D1D832	381	34.8
UniRef90_A0AAV5TRQ8	408	31.7
UniRef90_UPI00350FD1C4	400	31.2
UniRef90_A0A3P9D1I4	390	36.1
UniRef90_A0AA39GYY4	463	32.6
UniRef90_A0A3Q3WTQ9	514	32.3
UniRef90_A0A0M3I4C2	439	35.6
UniRef90_A0A8W8JYK7	409	33.1
UniRef90_A0A226MSD2	420	35.4
UniRef90_A0A4W6G741	368	36.1
UniRef90_A0A3P9D1S1	442	33.9
UniRef90_A0A8C1QMB5	457	31.0
UniRef90_A0A8B7XL59	478	32.5
UniRef90_UPI003532349C	438	32.4
UniRef90_A0A183UY13	400	35.0
UniRef90_A0A8C6VRF2	427	40.1
UniRef90_A0A3B3ZGM1	464	33.2
UniRef90_A0AAD9NWF7	399	32.4
UniRef90_A0AAV5W1A7	402	31.9
UniRef90_A0A8B7ZZM7	429	35.1
UniRef90_UPI00396A1CDB	402	35.1
UniRef90_UPI003B5B7842	432	35.0
UniRef90_UPI003B3B2C44	407	29.3
UniRef90_UPI003FD1ED4B	375	35.8
UniRef90_A0A0C2D6Z9	449	36.3
UniRef90_A0A7I4Y7E6	372	33.3
UniRef90_E0VLE8	373	33.4
UniRef90_UPI001B88D5BA	474	32.4
UniRef90_T1JN23	368	35.1
UniRef90_A0A016WZI4	395	34.7
UniRef90_UPI001B887CDE	470	31.6
UniRef90_A0ABM1B3M4	375	35.5
UniRef90_A0A8C5EDS2	416	31.3
UniRef90_A0A3Q3JM51	405	34.4
UniRef90_H2LC85	511	30.0
UniRef90_A0A8C7Z8T0	512	30.6
UniRef90_A0A6P7SYX5	436	31.9
UniRef90_A0A8S3ZPV5	506	29.7
UniRef90_A0A556UFZ4	422	33.2
UniRef90_P86100	410	31.3
UniRef90_A0A9W3ALY2	492	31.3
UniRef90_A0A368H982	363	33.3
UniRef90_A0A2A6BVR0	405	30.2
UniRef90_UPI0022DECB19	451	32.9
UniRef90_UPI003F6CEEE0	399	42.6
UniRef90_A0ABM1EZS1	453	30.7
UniRef90_A0A3Q3JWA9	418	32.0
UniRef90_A0A3Q0SMA2	479	29.5
UniRef90_UPI0027DAC614	464	31.5
UniRef90_R4J7Z9	400	33.3
UniRef90_A0AAN5CTT7	415	31.0
UniRef90_UPI003A8A39ED	464	30.3
UniRef90_A0A3Q3JWX3	405	33.2
UniRef90_A0ACF8RLX9	482	29.9
UniRef90_A0A7J5ZDE2	495	36.4
UniRef90_A0A9X0CXI7	578	31.8
UniRef90_A0ABV0WLQ9	475	34.7
UniRef90_UPI0030B9EBE0	486	32.5
UniRef90_A0A7M7HKB4	472	33.4
UniRef90_A0ABM1IHN5	365	34.1
UniRef90_UPI001EE52666	393	31.7
UniRef90_A0AA36M122	474	33.4
UniRef90_A0A0C2FKM6	362	38.8
UniRef90_A0ACB7ELA7	457	30.8
UniRef90_W2TL10	427	33.4
UniRef90_A0A8C7ZCA9	416	32.2
UniRef90_A0A9Q0S4S7	361	34.7
UniRef90_A0A2T7P4A1	436	31.0
UniRef90_A0A016WX92	407	31.7
UniRef90_UPI0035325D6A	440	31.4
UniRef90_A0A0N4U3C4	373	33.0
UniRef90_A0A3Q2YRZ2	425	34.1
UniRef90_A0A9D4JTN2	446	34.6
UniRef90_A0A3Q3JN06	472	32.1
UniRef90_UPI001B8896F9	474	30.6
UniRef90_A0A674CGL5	360	35.4
UniRef90_UPI001EEC04B2	407	36.0
UniRef90_A0A9P1IEP6	376	33.1
UniRef90_A0A0D8X920	495	31.5
UniRef90_A0A2I4CSY4	362	34.9
UniRef90_UPI0003BBF29C	360	43.2
UniRef90_UPI001C9C1F6C	402	31.2
UniRef90_A0A368GRC9	405	31.2
UniRef90_UPI00111C5C94	408	35.0
UniRef90_A8WNN5	470	34.1
UniRef90_A0A368FK50	397	31.3
UniRef90_A0A8J6FRX1	362	35.8
UniRef90_A0A3Q0SMG3	418	34.4
UniRef90_A0AAE1ALB5	539	30.4
UniRef90_A0A016WKT0	426	33.7
UniRef90_A0A3Q2XL26	377	34.7
UniRef90_A0A8C6SCK7	392	33.4
UniRef90_A0AA36MDC5	506	31.1
UniRef90_A0ACD3RBT6	657	42.4
UniRef90_UPI003B3A3FB3	462	32.9
UniRef90_A0A913Z488	444	33.1
UniRef90_UPI003FD0B442	404	32.1
UniRef90_A0A016UKP1	406	30.6
UniRef90_A0A9J2P3I7	436	32.7
UniRef90_A0A8C7ZBZ4	395	32.2
UniRef90_UPI001BB1A4DF	461	31.4
UniRef90_A0A3B3ZKD2	449	32.1
UniRef90_A0AAN8K8R1	439	31.2
UniRef90_A0ABR1CL42	401	30.5
UniRef90_A0A3Q3JWW4	447	34.6
UniRef90_A0A812BG27	471	33.7
UniRef90_A0A183XF96	397	33.0
UniRef90_A0A0C2GSI4	383	31.2
UniRef90_G5ECE8	458	33.4
UniRef90_A0A8C7ZAA5	389	34.2
UniRef90_A0A8C5EPW0	443	30.2
UniRef90_UPI00247A47B6	373	31.2
UniRef90_UPI001BB136C9	364	34.8
UniRef90_A0A261CEC8	461	32.8
UniRef90_I0CME7	448	30.1
UniRef90_A0A3Q3QVP9	396	34.3
UniRef90_A0AAV3XZ89	495	29.5
UniRef90_UPI001BB14BBC	464	32.4
UniRef90_A0AAN9GH72	423	29.4
UniRef90_A0ABR1CLF8	524	31.4
UniRef90_A0A183UZK9	397	34.9
UniRef90_A0A2G9UUZ2	520	31.0
UniRef90_A0A0C2H1T3	366	31.3
UniRef90_A0AAN8Q104	528	28.9
UniRef90_A0A0D6LQA9	573	36.4
UniRef90_E0VLE9	554	33.3
UniRef90_A0A7I5E791	511	30.7
UniRef90_A0A4E9FAY9	406	32.6
UniRef90_A0AAD5WIL4	514	32.0
UniRef90_A0AAV5SMR2	535	33.2
UniRef90_UPI000523E1BA	369	35.2
UniRef90_UPI0014257312	444	33.9
UniRef90_A0A0B1T2L6	444	30.8
UniRef90_UPI00403B23DB	379	32.3
UniRef90_UPI0024A7E19F	439	30.3
UniRef90_A0A3P9D1C2	432	34.0
UniRef90_A0A8C7Z5G3	418	31.8
UniRef90_A0A9P1MYA4	375	30.3
UniRef90_UPI003B20B6FF	480	33.3
UniRef90_A0ABR1B3C6	487	32.1
UniRef90_A0A7J5ZGC7	623	47.6
UniRef90_A0AB38ZE73	358	31.7
UniRef90_A0A0L7RCK4	365	31.5
UniRef90_A0A9P0AJK2	368	31.6
UniRef90_A0A913ZBH6	449	31.2
UniRef90_A0A914LCZ0	426	31.6
UniRef90_A0A0D8Y377	460	44.0
UniRef90_A0A1I7TA47	445	32.2
UniRef90_UPI0037E9C847	362	31.8
UniRef90_V4B6Z6	393	29.1
UniRef90_A0A0D6LA90	382	32.2
UniRef90_A0ABD2L1T9	464	29.8
UniRef90_E0VLE7	425	33.3
UniRef90_A0A016RUT0	524	30.6
UniRef90_A0A8W8JTE4	361	34.9
UniRef90_A0ABP1MX41	382	30.8
UniRef90_A0AAN4Z9G5	560	31.8
UniRef90_UPI001921AF18	401	43.5
UniRef90_A0AAW2GAK7	359	31.0
UniRef90_A0A7I4Y8G3	395	32.6
UniRef90_UPI003A85E5F9	428	32.8
UniRef90_A0A0B1T3L2	359	32.5
UniRef90_UPI003B3ADADB	457	31.1
UniRef90_UPI003BA01E47	360	33.4
UniRef90_A0AAV5V3B1	526	31.1
UniRef90_UPI0018E354AA	362	30.1
UniRef90_UPI004037CC46	379	30.5
UniRef90_UPI00114238FD	366	32.3
UniRef90_A0A348G5W8	357	30.5
UniRef90_A0AAJ7W9K6	387	31.5
UniRef90_UPI002ED3D589	402	30.9
UniRef90_A0A433UDI5	567	30.5
UniRef90_UPI0032DAB3AE	360	31.0
UniRef90_UPI00273B55DA	362	32.3
UniRef90_G0NZ28	439	33.6
UniRef90_A0A0K0FHP9	400	29.5
UniRef90_B9URL8	402	31.8
UniRef90_UPI0006D5158B	359	30.6
UniRef90_A0ABR1CK94	367	32.4
UniRef90_UPI0017470A98	357	30.9
UniRef90_A0ABR1B570	534	32.0
UniRef90_UPI00158E5CC0	381	30.8
UniRef90_UPI0030BA1FA8	449	32.5
UniRef90_A0A482XC35	380	34.2
UniRef90_UPI00332839D8	419	28.8
UniRef90_A0A0D6LAN3	404	33.7
UniRef90_A0A1I7RPM2	423	28.7
UniRef90_A0ACH3JX89	420	33.9
UniRef90_A0ABM1NAE7	377	29.7
UniRef90_A0A2G9U6F6	363	36.6
UniRef90_UPI003FCE14BA	380	30.9
UniRef90_A0A833S3Y1	396	30.6
UniRef90_UPI00307C1B55	399	31.2
UniRef90_UPI00187D7314	387	32.6
UniRef90_M4WGZ3	388	31.6
UniRef90_A0ACE7EV95	377	31.1
UniRef90_UPI003F9F01D3	408	29.3
UniRef90_UPI003FD59742	378	30.7
UniRef90_A0A9X6NK05	396	29.4
UniRef90_A0A8S1DJ31	398	30.6
UniRef90_A0A6P8L0R2	381	30.5
UniRef90_A0A915M7Z5	397	29.7
UniRef90_UPI001ED8AE5A	435	32.6
UniRef90_A0A671TFT4	365	34.6
UniRef90_UPI003F511073	398	31.5
UniRef90_A0A8C9UIC5	474	45.3
UniRef90_A0A1W6EVV2	383	34.1
UniRef90_A0A672LA86	617	29.9
UniRef90_A0ABR1CK80	468	34.4
UniRef90_A0A0N4ZHE7	422	30.2
UniRef90_A0AAW0MTU2	533	30.5
UniRef90_A9EDG0	379	34.2
UniRef90_A0AAW1ABB2	380	31.4
UniRef90_A0AAD9N1L3	386	28.2
UniRef90_D1MEJ6	372	32.8
UniRef90_A0A183H8K0	363	32.3
UniRef90_A0AA39KVY3	364	28.8
UniRef90_UPI00217F7EE6	365	32.0
UniRef90_A0ABR1CN02	399	34.2
UniRef90_UPI003FD6924B	448	30.7
UniRef90_A0A914GYK1	466	33.0
UniRef90_A0A6J1S7G7	652	30.6
UniRef90_A0A0K0EA72	421	30.7
UniRef90_A0A3B3ZG25	497	31.1
UniRef90_UPI0024790112	380	28.4
UniRef90_A0AA40FFB3	380	31.4
UniRef90_UPI0007676D03	382	31.1
UniRef90_UPI0031FCDB9A	430	27.8
UniRef90_A0A2B4R313	657	41.3
UniRef90_UPI0013047818	392	31.6
UniRef90_W2SZ94	424	31.8
UniRef90_UPI00083C8E5A	380	31.1
UniRef90_A0AAN9BLV3	444	30.0
UniRef90_UPI003FCCB6BB	381	31.4
UniRef90_A0A182Q1Z3	371	29.0
UniRef90_UPI0022EC2F56	367	30.3
UniRef90_UPI00158C3DE2	367	30.4
UniRef90_UPI00244DC432	369	35.9
UniRef90_A0AAV2NU94	357	31.9
UniRef90_A0A090LRN2	409	30.7
UniRef90_UPI0031D1DE72	396	31.8
UniRef90_A0A6J1Q5T8	357	30.6
UniRef90_A0A6G0T281	384	31.6
UniRef90_B2MVK6	372	35.2
UniRef90_UPI003A8C2AD8	442	31.7
UniRef90_A0A2J7RFH8	364	34.1
UniRef90_UPI001EAF31F6	380	31.5
UniRef90_UPI001C9B46A2	381	30.8
UniRef90_A0A6V7H5D6	386	34.1
UniRef90_A0A090LM81	419	30.3
UniRef90_UPI002ADD64F4	453	35.6
UniRef90_UPI002443E7E6	359	29.0
UniRef90_B2ZP63	374	30.9
UniRef90_A0AAV1JF63	618	32.7
UniRef90_A0A7M7NXA7	447	33.6
UniRef90_UPI0021AAF898	430	34.0
UniRef90_A0A194QKB7	623	30.2
UniRef90_A0A0K0ECK9	358	31.0
UniRef90_A0A3B3ZHS8	393	28.8
UniRef90_A0ACC2PUE4	381	30.8
UniRef90_UPI0025542CED	406	30.9
UniRef90_UPI0021F5453B	381	32.8
UniRef90_A0A9R1TZF6	386	31.7
UniRef90_UPI000625D323	423	30.3
UniRef90_A0A914YAH8	426	30.0
UniRef90_A0AAG5DKA2	366	28.0
UniRef90_A0A914Z547	432	31.1
UniRef90_A0A6P8Y6L9	541	31.8
UniRef90_UPI00217FCD9A	430	31.5
UniRef90_A0A3P8AQV6	385	32.2
UniRef90_UPI0012D4717C	360	28.5
UniRef90_UPI0023B81675	381	30.4
UniRef90_UPI000595999C	357	31.6
UniRef90_A0ABM1YGS8	403	30.1
UniRef90_A0A6A4V6Z4	447	32.1
UniRef90_UPI00406D7D28	383	30.9
UniRef90_A0A154P1H0	638	33.3
UniRef90_A0A368H9A3	646	34.1
UniRef90_A0A6I9WAA0	359	31.5
UniRef90_A0A8I6RKS3	488	29.6
UniRef90_UPI00058B4AE0	357	30.4
UniRef90_UPI0005EF6A0C	357	30.4
UniRef90_A0A182VIQ4	392	27.8
UniRef90_UPI002892B644	370	32.0
UniRef90_UPI00338DD813	371	29.0
UniRef90_C0HKM3	458	28.9
UniRef90_A0ACF7HFS2	428	30.7
UniRef90_A0A158P7T4	381	31.4
UniRef90_A0AAW0Y8E3	381	33.8
UniRef90_UPI00237BB8F8	366	30.2
UniRef90_L5LGC6	579	44.2
UniRef90_UPI00286F6D2F	399	30.3
UniRef90_A0A0K0F6P6	358	30.5
UniRef90_A0A811K528	532	25.9
UniRef90_UPI000D733272	452	29.0
UniRef90_A0A158NRG0	359	30.4
UniRef90_UPI0030B8AD99	391	29.6
UniRef90_A0A3Q4I5J7	426	30.4
UniRef90_UPI0007384D9C	400	30.2
UniRef90_A0AAJ6YNT9	373	31.6
UniRef90_A0AAN9XZI6	462	30.1
UniRef90_A0A2T7P4C7	450	29.1
UniRef90_A0A8J2VTF9	632	31.0
UniRef90_UPI00246818C4	381	29.2
UniRef90_UPI001EF80C64	469	30.0
UniRef90_UPI0031FD0322	457	30.2
UniRef90_A0A0N4ZNC0	358	30.3
UniRef90_UPI001CA9E1A0	374	30.4
UniRef90_A0A7I8XEN2	393	29.2
UniRef90_UPI0006C96AC8	368	29.6
UniRef90_A0ABR1CLP2	453	28.4
UniRef90_UPI002FDE4378	359	29.4
UniRef90_UPI0031F9B643	426	29.4
UniRef90_UPI0037E9A13A	402	33.6
UniRef90_A0A7E4V5K7	455	27.9
UniRef90_A0A803Y3W6	376	40.7
UniRef90_UPI0023676ACE	639	31.3
UniRef90_UPI0035B6951A	381	32.7
UniRef90_UPI001884F6D7	512	32.4
UniRef90_UPI0024842B32	404	32.2
UniRef90_A0A836KEG2	388	30.9
UniRef90_UPI003A838305	384	33.1
UniRef90_A0A6A4WXT4	442	32.6
UniRef90_A0A0N5BBL1	427	27.4
UniRef90_A0ABV0S2Y1	622	41.2
UniRef90_Q08169	382	29.6
UniRef90_A0A0K0F7V4	404	29.5
UniRef90_UPI00203498CB	445	30.2
UniRef90_A0A8J8WL21	394	30.7
UniRef90_UPI001040344B	400	32.0
UniRef90_A0A6J1NYS2	547	31.1
UniRef90_UPI001E67685E	376	33.1
UniRef90_UPI001C70DFED	377	31.0
UniRef90_UPI001FB8B046	395	30.8
UniRef90_A0A067QPK9	547	34.1
UniRef90_A0AAN9VHR1	377	31.5
UniRef90_A0AAE1UFN8	370	32.5
UniRef90_A0A811KNY5	415	29.9
UniRef90_UPI001C907154	453	31.8
UniRef90_UPI00273B5ECE	383	30.2
UniRef90_UPI001B7EAF6C	569	32.4
UniRef90_A0A7M7RCC1	401	29.6
UniRef90_A0A653CGM7	374	31.6
UniRef90_A0A8B8FQ49	443	32.3
UniRef90_UPI0035B5B30A	362	27.6
UniRef90_A0A6J2K2X7	589	29.8
UniRef90_UPI00093B9F87	537	41.1
UniRef90_UPI0018A70163	398	31.1
UniRef90_UPI0030C7DDA8	366	25.9
UniRef90_A0A090LIY1	399	27.8
UniRef90_A0A3Q4I5L4	400	29.6
UniRef90_UPI003A7F4757	423	31.9
UniRef90_A0A835CVW3	373	29.8
UniRef90_A0A6J0BH91	464	30.0
UniRef90_A0AAW0T9Z0	408	31.1
UniRef90_A0A9P0XDJ8	565	30.8
UniRef90_UPI0034CF7678	414	28.6
UniRef90_UPI001E6892B6	616	31.1
UniRef90_A0A0K0E2N5	409	28.5
UniRef90_UPI0031FC2EE2	451	28.9
UniRef90_A0A8K0NY26	432	29.5
UniRef90_A0A8R1IHA4	393	38.0
UniRef90_A0A9P0HDP1	387	30.4
UniRef90_UPI003D18D5D9	511	30.4
UniRef90_A0A9P0GLB5	368	27.2
UniRef90_UPI00387F9A34	437	30.7
UniRef90_UPI0012672096	358	29.4
UniRef90_UPI003FD5B323	543	27.4
UniRef90_UPI0030C7E645	416	30.9
UniRef90_A0AAJ7FK14	521	29.2
UniRef90_A0A8S1A111	550	30.2
UniRef90_UPI003F772EDE	400	30.2
UniRef90_A0A9P0M2T0	375	30.4
UniRef90_A0A8S4SAJ8	581	30.2
UniRef90_UPI0008746BCF	371	29.8
UniRef90_A0ABM5IJL1	368	28.3
UniRef90_UPI00406D6D07	422	30.6
UniRef90_UPI001D06854D	397	28.7
UniRef90_UPI0039BECDA3	380	30.6
UniRef90_A0A0N5CH87	399	28.4
UniRef90_A0A1I7XEJ4	570	35.2
UniRef90_UPI0035B62C53	360	30.3
UniRef90_A0A9P0DAS9	361	31.5
UniRef90_UPI0034D76A7A	363	26.0
UniRef90_A0A5E4MQJ8	423	30.4
UniRef90_UPI0034D54062	383	30.8
UniRef90_A0A0N4VJH4	397	29.6
UniRef90_A0A8S9Z6X6	380	27.5
UniRef90_A0A0N4ZMQ7	405	28.8
UniRef90_A0ACF8RFU8	537	28.7
UniRef90_A0A8S1ELM5	611	31.9
UniRef90_UPI0018E50977	513	34.3
UniRef90_UPI0021C7787E	399	31.0
UniRef90_A0A2G9URV2	609	39.6
UniRef90_UPI003D307371	357	28.3
UniRef90_UPI003F75D268	374	30.0
UniRef90_UPI0029586F4C	381	29.6
UniRef90_A0A0N5C5U2	430	29.0
UniRef90_A0A0N4ZDJ2	419	29.7
UniRef90_A0ACH2LT29	371	45.3
UniRef90_A0A0N4VU69	374	31.9
UniRef90_UPI0036246D80	359	28.1
UniRef90_UPI002117C3F9	369	31.3
UniRef90_A0A6I9P096	527	45.2
UniRef90_UPI0031FD68CE	613	28.0
UniRef90_A0A1W4X9T2	390	27.5
UniRef90_A0A1I7SBP0	409	28.5
UniRef90_D2A580	358	29.2
UniRef90_A0AA36H825	368	27.8
UniRef90_A0ABR1CM99	582	33.9
UniRef90_A0AAV2RI37	371	30.3
UniRef90_A0ABD1EZ53	365	27.1
UniRef90_A0A5E4Q9D3	602	30.2
UniRef90_A0A0N4VSH3	581	31.9
UniRef90_A0A9N9SZS8	368	27.7
UniRef90_A0A0K0EA55	436	27.7
UniRef90_UPI0034D4C09D	363	29.9
UniRef90_UPI0022436DC1	412	41.7
UniRef90_A0A6A4JIB1	368	31.6
UniRef90_UPI001CF723F9	358	29.4
UniRef90_A0A811KS05	387	27.8
UniRef90_UPI0020184904	374	40.1
UniRef90_UPI001E1CCC1D	413	29.2
UniRef90_A0AAF3EKB3	419	28.6
UniRef90_W5JPT5	447	25.4
UniRef90_A0AAN8XIA9	377	27.6
UniRef90_A0ACF6F2J8	414	29.4
UniRef90_A0AAV2M7L6	494	38.6
UniRef90_UPI0025A05896	388	26.2
UniRef90_A0ABM1VVX9	636	26.6
UniRef90_A0AAF5I420	470	28.2
UniRef90_UPI0034D3940A	382	30.7
UniRef90_A0A0N4ZKW9	420	28.1
UniRef90_A0AA35RQF3	401	30.1
UniRef90_A0A212F1S1	637	29.4
UniRef90_A0A0C2G7Q9	431	30.3
UniRef90_A0AAV6QP10	491	31.1
UniRef90_A0A6B9VLL5	360	26.7
UniRef90_A0A9N9TQ31	367	24.7
UniRef90_A0A0C2FQ13	363	32.6
UniRef90_A0ABR1CK81	565	30.6
UniRef90_A0A0C2GYS4	408	28.7
UniRef90_A0A0K0EA69	410	26.7
UniRef90_A0ABD0LW95	410	25.6
UniRef90_A0A8C1QML6	361	38.4
UniRef90_A0ABD0W984	378	36.6
UniRef90_A0A835L493	481	35.5
UniRef90_A0A914KH90	412	28.9
UniRef90_UPI00289330B7	370	26.6
UniRef90_A0A915CPD8	391	25.3
UniRef90_UPI0024845839	373	26.5
UniRef90_A0ABY7EXW1	561	28.0
UniRef90_A0A0S1LIE5	470	25.6
UniRef90_A0A8B7NGY1	464	27.6
UniRef90_A0AA88NL52	475	41.4
UniRef90_H7CHK2	365	26.7
UniRef90_UPI002484501C	385	28.4
UniRef90_Q9XZ48	376	27.5
UniRef90_C6FX65	474	24.5
UniRef90_W2SX16	375	25.6
UniRef90_UPI0035B6289B	385	31.2
UniRef90_A0A5A8C4E3	524	26.0
UniRef90_A0ABN9Y4H5	374	30.1
UniRef90_A0A9N8DLH3	476	23.6
UniRef90_A0ABQ7PV26	628	32.3
UniRef90_A0A2B4SCF3	375	33.8
UniRef90_A0A8J6HT67	483	29.0
UniRef90_A0A7I4Y936	391	29.4
UniRef90_A0A6P3IED9	419	38.5
UniRef90_A0A7M5V450	600	31.7
